2022-Dec-24 00:33:55.525685, CUSIP: 91282CFX4, Side: bid, Order ID: 0, Order type: MARKET, Price: 99-001, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:14.698912, CUSIP: 91282CFV8, Side: bid, Order ID: 7362, Order type: MARKET, Price: 99-085, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:14.708917, CUSIP: 91282CFV8, Side: offer, Order ID: 7363, Order type: MARKET, Price: 99-091, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:14.717894, CUSIP: 91282CFV8, Side: bid, Order ID: 7364, Order type: MARKET, Price: 99-101, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:14.727867, CUSIP: 91282CFV8, Side: offer, Order ID: 7365, Order type: MARKET, Price: 99-105, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:14.738807, CUSIP: 91282CFV8, Side: bid, Order ID: 7366, Order type: MARKET, Price: 99-115, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:14.747783, CUSIP: 91282CFV8, Side: offer, Order ID: 7367, Order type: MARKET, Price: 99-121, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:14.763738, CUSIP: 91282CFV8, Side: bid, Order ID: 7368, Order type: MARKET, Price: 99-131, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:14.773712, CUSIP: 91282CFV8, Side: offer, Order ID: 7369, Order type: MARKET, Price: 99-135, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:14.783688, CUSIP: 91282CFV8, Side: bid, Order ID: 7370, Order type: MARKET, Price: 99-145, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:14.793697, CUSIP: 91282CFV8, Side: offer, Order ID: 7371, Order type: MARKET, Price: 99-151, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:14.807322, CUSIP: 91282CFV8, Side: bid, Order ID: 7372, Order type: MARKET, Price: 99-161, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:14.817256, CUSIP: 91282CFV8, Side: offer, Order ID: 7373, Order type: MARKET, Price: 99-165, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:14.827228, CUSIP: 91282CFV8, Side: bid, Order ID: 7374, Order type: MARKET, Price: 99-175, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:14.838198, CUSIP: 91282CFV8, Side: offer, Order ID: 7375, Order type: MARKET, Price: 99-181, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:14.850169, CUSIP: 91282CFV8, Side: bid, Order ID: 7376, Order type: MARKET, Price: 99-191, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:14.863134, CUSIP: 91282CFV8, Side: offer, Order ID: 7377, Order type: MARKET, Price: 99-195, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:14.875100, CUSIP: 91282CFV8, Side: bid, Order ID: 7378, Order type: MARKET, Price: 99-205, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:14.887069, CUSIP: 91282CFV8, Side: offer, Order ID: 7379, Order type: MARKET, Price: 99-211, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:14.900033, CUSIP: 91282CFV8, Side: bid, Order ID: 7380, Order type: MARKET, Price: 99-221, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:14.912998, CUSIP: 91282CFV8, Side: offer, Order ID: 7381, Order type: MARKET, Price: 99-225, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:14.924966, CUSIP: 91282CFV8, Side: bid, Order ID: 7382, Order type: MARKET, Price: 99-235, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:14.938931, CUSIP: 91282CFV8, Side: offer, Order ID: 7383, Order type: MARKET, Price: 99-241, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:14.949931, CUSIP: 91282CFV8, Side: bid, Order ID: 7384, Order type: MARKET, Price: 99-251, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:14.965856, CUSIP: 91282CFV8, Side: offer, Order ID: 7385, Order type: MARKET, Price: 99-255, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:14.978822, CUSIP: 91282CFV8, Side: bid, Order ID: 7386, Order type: MARKET, Price: 99-265, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:14.990790, CUSIP: 91282CFV8, Side: offer, Order ID: 7387, Order type: MARKET, Price: 99-271, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.002760, CUSIP: 91282CFV8, Side: bid, Order ID: 7388, Order type: MARKET, Price: 99-281, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.014727, CUSIP: 91282CFV8, Side: offer, Order ID: 7389, Order type: MARKET, Price: 99-285, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.025697, CUSIP: 91282CFV8, Side: bid, Order ID: 7390, Order type: MARKET, Price: 99-295, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.036668, CUSIP: 91282CFV8, Side: offer, Order ID: 7391, Order type: MARKET, Price: 99-301, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.047638, CUSIP: 91282CFV8, Side: bid, Order ID: 7392, Order type: MARKET, Price: 99-311, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.058609, CUSIP: 91282CFV8, Side: offer, Order ID: 7393, Order type: MARKET, Price: 99-315, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.068582, CUSIP: 91282CFV8, Side: bid, Order ID: 7394, Order type: MARKET, Price: 100-005, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.079553, CUSIP: 91282CFV8, Side: offer, Order ID: 7395, Order type: MARKET, Price: 100-011, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.092521, CUSIP: 91282CFV8, Side: bid, Order ID: 7396, Order type: MARKET, Price: 100-021, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.102491, CUSIP: 91282CFV8, Side: offer, Order ID: 7397, Order type: MARKET, Price: 100-025, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.113496, CUSIP: 91282CFV8, Side: bid, Order ID: 7398, Order type: MARKET, Price: 100-035, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.123468, CUSIP: 91282CFV8, Side: offer, Order ID: 7399, Order type: MARKET, Price: 100-041, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.134438, CUSIP: 91282CFV8, Side: bid, Order ID: 7400, Order type: MARKET, Price: 100-051, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.144408, CUSIP: 91282CFV8, Side: offer, Order ID: 7401, Order type: MARKET, Price: 100-055, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.155350, CUSIP: 91282CFV8, Side: bid, Order ID: 7402, Order type: MARKET, Price: 100-065, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.166358, CUSIP: 91282CFV8, Side: offer, Order ID: 7403, Order type: MARKET, Price: 100-071, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.176336, CUSIP: 91282CFV8, Side: bid, Order ID: 7404, Order type: MARKET, Price: 100-081, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.187264, CUSIP: 91282CFV8, Side: offer, Order ID: 7405, Order type: MARKET, Price: 100-085, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.198235, CUSIP: 91282CFV8, Side: bid, Order ID: 7406, Order type: MARKET, Price: 100-095, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.208210, CUSIP: 91282CFV8, Side: offer, Order ID: 7407, Order type: MARKET, Price: 100-101, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.218183, CUSIP: 91282CFV8, Side: bid, Order ID: 7408, Order type: MARKET, Price: 100-111, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.228188, CUSIP: 91282CFV8, Side: offer, Order ID: 7409, Order type: MARKET, Price: 100-115, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.238146, CUSIP: 91282CFV8, Side: bid, Order ID: 7410, Order type: MARKET, Price: 100-125, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.248136, CUSIP: 91282CFV8, Side: offer, Order ID: 7411, Order type: MARKET, Price: 100-131, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.258112, CUSIP: 91282CFV8, Side: bid, Order ID: 7412, Order type: MARKET, Price: 100-141, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.268088, CUSIP: 91282CFV8, Side: offer, Order ID: 7413, Order type: MARKET, Price: 100-145, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.278024, CUSIP: 91282CFV8, Side: bid, Order ID: 7414, Order type: MARKET, Price: 100-155, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.288031, CUSIP: 91282CFV8, Side: offer, Order ID: 7415, Order type: MARKET, Price: 100-161, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.298002, CUSIP: 91282CFV8, Side: bid, Order ID: 7416, Order type: MARKET, Price: 100-171, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.307944, CUSIP: 91282CFV8, Side: offer, Order ID: 7417, Order type: MARKET, Price: 100-175, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.316920, CUSIP: 91282CFV8, Side: bid, Order ID: 7418, Order type: MARKET, Price: 100-185, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.327890, CUSIP: 91282CFV8, Side: offer, Order ID: 7419, Order type: MARKET, Price: 100-191, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.338860, CUSIP: 91282CFV8, Side: bid, Order ID: 7420, Order type: MARKET, Price: 100-201, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.348864, CUSIP: 91282CFV8, Side: offer, Order ID: 7421, Order type: MARKET, Price: 100-205, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.359806, CUSIP: 91282CFV8, Side: bid, Order ID: 7422, Order type: MARKET, Price: 100-215, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.369780, CUSIP: 91282CFV8, Side: offer, Order ID: 7423, Order type: MARKET, Price: 100-221, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.380750, CUSIP: 91282CFV8, Side: bid, Order ID: 7424, Order type: MARKET, Price: 100-231, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.391721, CUSIP: 91282CFV8, Side: offer, Order ID: 7425, Order type: MARKET, Price: 100-235, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.404687, CUSIP: 91282CFV8, Side: bid, Order ID: 7426, Order type: MARKET, Price: 100-245, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.422637, CUSIP: 91282CFV8, Side: offer, Order ID: 7427, Order type: MARKET, Price: 100-251, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.432646, CUSIP: 91282CFV8, Side: bid, Order ID: 7428, Order type: MARKET, Price: 100-261, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.443595, CUSIP: 91282CFV8, Side: offer, Order ID: 7429, Order type: MARKET, Price: 100-265, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.453589, CUSIP: 91282CFV8, Side: bid, Order ID: 7430, Order type: MARKET, Price: 100-275, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.463527, CUSIP: 91282CFV8, Side: offer, Order ID: 7431, Order type: MARKET, Price: 100-281, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.474499, CUSIP: 91282CFV8, Side: bid, Order ID: 7432, Order type: MARKET, Price: 100-291, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.486507, CUSIP: 91282CFV8, Side: offer, Order ID: 7433, Order type: MARKET, Price: 100-295, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.502426, CUSIP: 91282CFV8, Side: bid, Order ID: 7434, Order type: MARKET, Price: 100-305, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.512396, CUSIP: 91282CFV8, Side: offer, Order ID: 7435, Order type: MARKET, Price: 100-311, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.525360, CUSIP: 91282CFV8, Side: bid, Order ID: 7436, Order type: MARKET, Price: 101-001, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.538329, CUSIP: 91282CFV8, Side: offer, Order ID: 7437, Order type: MARKET, Price: 100-311, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.554284, CUSIP: 91282CFV8, Side: bid, Order ID: 7438, Order type: MARKET, Price: 100-305, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.572238, CUSIP: 91282CFV8, Side: offer, Order ID: 7439, Order type: MARKET, Price: 100-295, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.589194, CUSIP: 91282CFV8, Side: bid, Order ID: 7440, Order type: MARKET, Price: 100-291, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.604183, CUSIP: 91282CFV8, Side: offer, Order ID: 7441, Order type: MARKET, Price: 100-281, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.619112, CUSIP: 91282CFV8, Side: bid, Order ID: 7442, Order type: MARKET, Price: 100-275, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.631079, CUSIP: 91282CFV8, Side: offer, Order ID: 7443, Order type: MARKET, Price: 100-265, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.646039, CUSIP: 91282CFV8, Side: bid, Order ID: 7444, Order type: MARKET, Price: 100-261, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.658008, CUSIP: 91282CFV8, Side: offer, Order ID: 7445, Order type: MARKET, Price: 100-251, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.668977, CUSIP: 91282CFV8, Side: bid, Order ID: 7446, Order type: MARKET, Price: 100-245, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.679949, CUSIP: 91282CFV8, Side: offer, Order ID: 7447, Order type: MARKET, Price: 100-235, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.690919, CUSIP: 91282CFV8, Side: bid, Order ID: 7448, Order type: MARKET, Price: 100-231, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.702898, CUSIP: 91282CFV8, Side: offer, Order ID: 7449, Order type: MARKET, Price: 100-221, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.712861, CUSIP: 91282CFV8, Side: bid, Order ID: 7450, Order type: MARKET, Price: 100-215, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.723832, CUSIP: 91282CFV8, Side: offer, Order ID: 7451, Order type: MARKET, Price: 100-205, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.734836, CUSIP: 91282CFV8, Side: bid, Order ID: 7452, Order type: MARKET, Price: 100-201, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.745807, CUSIP: 91282CFV8, Side: offer, Order ID: 7453, Order type: MARKET, Price: 100-191, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.756746, CUSIP: 91282CFV8, Side: bid, Order ID: 7454, Order type: MARKET, Price: 100-185, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.768712, CUSIP: 91282CFV8, Side: offer, Order ID: 7455, Order type: MARKET, Price: 100-175, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.780679, CUSIP: 91282CFV8, Side: bid, Order ID: 7456, Order type: MARKET, Price: 100-171, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.792649, CUSIP: 91282CFV8, Side: offer, Order ID: 7457, Order type: MARKET, Price: 100-161, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.804614, CUSIP: 91282CFV8, Side: bid, Order ID: 7458, Order type: MARKET, Price: 100-155, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.815614, CUSIP: 91282CFV8, Side: offer, Order ID: 7459, Order type: MARKET, Price: 100-145, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.826556, CUSIP: 91282CFV8, Side: bid, Order ID: 7460, Order type: MARKET, Price: 100-141, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.837526, CUSIP: 91282CFV8, Side: offer, Order ID: 7461, Order type: MARKET, Price: 100-131, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.847503, CUSIP: 91282CFV8, Side: bid, Order ID: 7462, Order type: MARKET, Price: 100-125, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.858473, CUSIP: 91282CFV8, Side: offer, Order ID: 7463, Order type: MARKET, Price: 100-115, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.869443, CUSIP: 91282CFV8, Side: bid, Order ID: 7464, Order type: MARKET, Price: 100-111, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.879416, CUSIP: 91282CFV8, Side: offer, Order ID: 7465, Order type: MARKET, Price: 100-101, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.890427, CUSIP: 91282CFV8, Side: bid, Order ID: 7466, Order type: MARKET, Price: 100-095, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.900392, CUSIP: 91282CFV8, Side: offer, Order ID: 7467, Order type: MARKET, Price: 100-085, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.911330, CUSIP: 91282CFV8, Side: bid, Order ID: 7468, Order type: MARKET, Price: 100-081, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.924295, CUSIP: 91282CFV8, Side: offer, Order ID: 7469, Order type: MARKET, Price: 100-071, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.936263, CUSIP: 91282CFV8, Side: bid, Order ID: 7470, Order type: MARKET, Price: 100-065, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.948231, CUSIP: 91282CFV8, Side: offer, Order ID: 7471, Order type: MARKET, Price: 100-055, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.959238, CUSIP: 91282CFV8, Side: bid, Order ID: 7472, Order type: MARKET, Price: 100-051, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.971169, CUSIP: 91282CFV8, Side: offer, Order ID: 7473, Order type: MARKET, Price: 100-041, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.981175, CUSIP: 91282CFV8, Side: bid, Order ID: 7474, Order type: MARKET, Price: 100-035, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:15.992146, CUSIP: 91282CFV8, Side: offer, Order ID: 7475, Order type: MARKET, Price: 100-025, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:16.004086, CUSIP: 91282CFV8, Side: bid, Order ID: 7476, Order type: MARKET, Price: 100-021, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:16.014056, CUSIP: 91282CFV8, Side: offer, Order ID: 7477, Order type: MARKET, Price: 100-011, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:16.026028, CUSIP: 91282CFV8, Side: bid, Order ID: 7478, Order type: MARKET, Price: 100-005, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:16.037012, CUSIP: 91282CFV8, Side: offer, Order ID: 7479, Order type: MARKET, Price: 99-315, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:16.046966, CUSIP: 91282CFV8, Side: bid, Order ID: 7480, Order type: MARKET, Price: 99-311, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:16.057940, CUSIP: 91282CFV8, Side: offer, Order ID: 7481, Order type: MARKET, Price: 99-301, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:16.068941, CUSIP: 91282CFV8, Side: bid, Order ID: 7482, Order type: MARKET, Price: 99-295, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:35:16.078882, CUSIP: 91282CFV8, Side: offer, Order ID: 7483, Order type: MARKET, Price: 99-285, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
